partition,node,degree centrality,closeness centrality,betweenness centrality,eigenvector centrality,harmonic centrality,total centrality score
0,flyyguyty7,0.00042158516020236085,0.015508507111889357,0.0,1.9531957114861107e-07,0.03044444444444446,0.04637473203610733
1,fmfcastillo,0.00042158516020236085,0.02702940041641793,0.0,9.85458504535005e-06,0.05270660522273458,0.08016744538440021
8,fnasagambe,0.00042158516020236085,0.019534564060742776,0.0,8.440317955588076e-06,0.0424866531318141,0.06245124267071483
27,fogartyfinn,0.00042158516020236085,0.01849169064573525,0.0,2.15169303577754e-08,0.040081162565033336,0.0589944598879013
15,foggyechoes000,0.00042158516020236085,0.0014513614009835673,0.0,2.5125702496167356e-54,0.0025806451612903226,0.0044535917224762505
105,for3verjigga,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
14,forthemen,0.0012647554806070826,0.014297274809943352,2.9852377219535635e-05,0.09145741512287218,0.024731182795698924,0.13178048058634106
23,fortunekighlex,0.00042158516020236085,0.005973634374597804,0.0,6.598557374621597e-25,0.01111111111111111,0.017506330645911276
33,fowlazule,0.00042158516020236085,0.0014513614009835673,0.0,2.5125702496167356e-54,0.0025806451612903226,0.0044535917224762505
6,francisohene11,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
226,francoisdebeaup,0.00042158516020236085,0.00033585222502099076,0.0,3.129970129270594e-83,0.0006451612903225806,0.0014025986755459323
226,helencrobertson,0.0008431703204047217,0.0005037783375314861,1.2692827854156869e-07,4.4264462066371434e-83,0.0008602150537634409,0.00220729063997819
49,frankethetanke,0.00042158516020236085,0.014578601004022767,0.0,2.6753123250998243e-10,0.028630914485753445,0.0436311009175098
8,frankmture,0.00042158516020236085,0.019534564060742776,0.0,8.440317955588076e-06,0.0424866531318141,0.06245124267071483
156,freddy_el_man,0.0008431703204047217,0.0006045340050377834,6.346413927078435e-07,1.7604645237156319e-53,0.0014336917562724014,0.0028820307231076144
156,kagire,0.0008431703204047217,0.0007556675062972292,1.0154262283325495e-06,5.567077634864907e-53,0.0015770609318996418,0.003176914184829925
156,marlysamuel,0.00042158516020236085,0.0004534005037783375,0.0,5.0998872722457676e-54,0.0010681003584229391,0.0019430860224036374
43,frediecruze,0.00042158516020236085,0.001299928031666067,0.0,2.9116435764133407e-53,0.002616487455197133,0.004338000647065561
14,freestyieraps,0.0008431703204047217,0.013445522268074389,4.905201018910983e-06,0.08708263161636126,0.023799283154121866,0.12517551255998116
68,frimpon14382125,0.00042158516020236085,0.0013257324671881213,0.0,3.859022113238748e-56,0.0023655913978494624,0.004112909025239944
25,bobbyllew,0.0012647554806070826,0.0014811083123425694,7.107983598327846e-06,7.877737708776286e-59,0.0036845878136200706,0.0064375595901680505
21,funkybunch1966,0.00042158516020236085,0.009573403087256993,0.0,2.7384659200570055e-13,0.016594982078853047,0.026589970326586245
14,funnybrawls_,0.0008431703204047217,0.013445522268074389,4.905201018910983e-06,0.08708263161636126,0.023799283154121866,0.12517551255998116
14,funnyviness,0.0008431703204047217,0.013445522268074389,4.905201018910983e-06,0.08708263161636126,0.023799283154121866,0.12517551255998116
227,futuramaking,0.00042158516020236085,0.00033585222502099076,0.0,3.129970129270594e-83,0.0006451612903225806,0.0014025986755459323
227,electrocar,0.0008431703204047217,0.0005037783375314861,1.2692827854156869e-07,4.4264462066371434e-83,0.0008602150537634409,0.00220729063997819
1,futurearth2,0.00042158516020236085,0.02702940041641793,0.0,9.85458504535005e-06,0.05270660522273458,0.08016744538440021
228,gabhrukhachar77,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
228,kiamotorsin,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
141,gabrieldresche1,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
6,galshammy,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
14,galsoutfit,0.00042158516020236085,0.010638712905715424,0.0,0.037844363930284064,0.020286738351254482,0.06919140034745633
31,galvatrix0,0.00042158516020236085,0.014141655637621143,0.0,6.294200670393769e-09,0.027290322580645163,0.04185356967266934
6,ganyobiromeo,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
41,garbutt_mary,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
16,garikai_mhlanga,0.00042158516020236085,0.01779671273849782,0.0,1.3077933677224355e-08,0.034240404756533664,0.05245871573316753
229,garnerjoanne,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
229,72point,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
230,garunyaw,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
230,eac_eu,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
231,gatabazidavis2,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
231,rwandatoworld,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
27,gauravv44916883,0.00042158516020236085,0.01849169064573525,0.0,2.15169303577754e-08,0.040081162565033336,0.0589944598879013
7,gazelleanddoe,0.00042158516020236085,0.0018285287806698385,0.0,1.1992547272495122e-49,0.0032258064516129032,0.005475920392485102
232,gbarm14,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
232,ojimenezro002,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
6,geeqhwesy,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
41,geerytho,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
157,gelaybandola,0.00042158516020236085,0.0005757466714645555,0.0,1.945858444153165e-72,0.001075268817204301,0.0020726006488712176
1,genericgene,0.0012647554806070826,0.023857583020613787,0.00023856169951887835,2.873508867906377e-06,0.04841176744402585,0.07377554115363351
41,genevievebanu,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
43,georgekakayor,0.00042158516020236085,0.001733237375554756,0.0,2.0789295114800117e-52,0.0033691756272401434,0.00552399816299726
172,georgieanne_ca,0.00042158516020236085,0.0005757466714645555,0.0,1.945858444153165e-72,0.001075268817204301,0.0020726006488712176
134,gettintwitta,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
16,gezgintrk,0.00042158516020236085,0.015787588173168356,0.0,1.3706953690778757e-09,0.02988037529973043,0.04608955000379652
16,tnr_gold,0.0021079258010118043,0.017834894005398054,0.00024090987267189737,1.4900115898813886e-08,0.035423200455458374,0.055606945034656026
14,ghettomemez,0.00042158516020236085,0.010638712905715424,0.0,0.037844363930284064,0.020286738351254482,0.06919140034745633
23,ghiggins18,0.00042158516020236085,0.005973634374597804,0.0,6.598557374621597e-25,0.01111111111111111,0.017506330645911276
54,ghnetme,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
194,gianarenegade,0.00042158516020236085,0.0004534005037783375,0.0,4.347229514472984e-77,0.0008602150537634409,0.0017352007177441392
233,gill_nowell,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
233,synchronicity34,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
234,ginapaints,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
234,baileyjer,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
14,girlcfs,0.00042158516020236085,0.010638712905715424,0.0,0.037844363930284064,0.020286738351254482,0.06919140034745633
22,girmaytoti,0.00042158516020236085,0.019803435773595772,0.0,9.839800256853923e-08,0.03806819345529011,0.05829331278709081
96,giwake4,0.00042158516020236085,0.0004534005037783375,0.0,4.347229514472984e-77,0.0008602150537634409,0.0017352007177441392
8,gkabalisayahoo1,0.0008431703204047217,0.019595961328613104,0.0004104860528034331,8.515565519777207e-06,0.04331102589167076,0.0641691591590118
8,cityofkigali,0.002529510961214165,0.017191493647206995,0.0003439756348476511,8.179771047844022e-07,0.03656450598386116,0.05663030420423476
27,glauciafm6,0.00042158516020236085,0.01849169064573525,0.0,2.15169303577754e-08,0.040081162565033336,0.0589944598879013
3,glazetron,0.00042158516020236085,0.0012001778041191287,0.0,4.035649412154401e-58,0.002150537634408602,0.0037723005987300917
1,glesi6,0.0008431703204047217,0.030388862856476375,0.0008359496424747714,1.1265643843441985e-05,0.05983102918586798,0.0919102776490673
61,glorioseuwamar1,0.00042158516020236085,0.021661082904645287,0.0,7.41657779981605e-05,0.04607286381479949,0.0682296976576453
146,glynmoody,0.00042158516020236085,0.0004534005037783375,0.0,4.347229514472984e-77,0.0008602150537634409,0.0017352007177441392
235,gnollz,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
235,hurricane_smutt,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
41,go_kironde,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
14,goalsrules,0.0012647554806070826,0.013445522268074389,0.0,0.13632089930243846,0.023799283154121866,0.1748304602052418
25,gocycle,0.00042158516020236085,0.001371396585502379,0.0,5.98625872363862e-59,0.003003584229390682,0.004796565975095422
41,godemae,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
41,godfreymwisha,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
236,gojirama,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
236,mirielmargaret,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
6,gokcekavak2,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
29,goldenmatonga,0.00042158516020236085,0.007690370083317187,0.0,8.349270274793885e-20,0.01340501792114695,0.021516973164666497
76,goldsuzie,0.00042158516020236085,0.0004534005037783375,0.0,4.347229514472984e-77,0.0008602150537634409,0.0017352007177441392
173,gomusk,0.00042158516020236085,0.00033585222502099076,0.0,3.129970129270594e-83,0.0006451612903225806,0.0014025986755459323
157,gonzalesbeoemma,0.00042158516020236085,0.0005757466714645555,0.0,1.945858444153165e-72,0.001075268817204301,0.0020726006488712176
43,goodconcept200,0.0008431703204047217,0.0022748740554156175,7.6156967124941215e-06,2.370093869121346e-52,0.0040860215053763445,0.007211681577909178
4,gora321,0.0008431703204047217,0.020419590707599574,0.0009415116607951698,9.028349268837424e-08,0.039773091902123935,0.06197745487441609
0,gorditokachiai,0.00042158516020236085,0.015508507111889357,0.0,1.9531957114861107e-07,0.03044444444444446,0.04637473203610733
168,gordonmercedes9,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
4,gorillatoyz,0.00042158516020236085,0.019813924881526702,0.0,8.86261379166548e-08,0.03676455802262245,0.057000156690489426
23,gotty100,0.00042158516020236085,0.005973634374597804,0.0,6.598557374621597e-25,0.01111111111111111,0.017506330645911276
125,mgmotor,0.0008431703204047217,0.000906801007556675,6.346413927078435e-07,5.279930859556369e-60,0.0017204301075268817,0.003471036076880986
14,gracieweikel,0.00042158516020236085,0.010638712905715424,0.0,0.037844363930284064,0.020286738351254482,0.06919140034745633
237,greenfashionno1,0.00042158516020236085,0.0008484687790003976,0.0,8.644305962362143e-51,0.0016487455197132619,0.0029187994589160203
237,seth_leitman,0.0021079258010118043,0.001343408900083963,1.9039241781235304e-06,3.163214543559995e-50,0.0025806451612903226,0.006033883786564213
238,greenfundrw,0.00042158516020236085,0.00033585222502099076,0.0,3.129970129270594e-83,0.0006451612903225806,0.0014025986755459323
238,mugwizao,0.0008431703204047217,0.0005037783375314861,1.2692827854156869e-07,4.4264462066371434e-83,0.0008602150537634409,0.00220729063997819
237,greenlivingguy,0.0012647554806070826,0.0010075566750629723,2.5385655708313737e-07,2.6907582840055446e-50,0.0020071684587813616,0.0042797344710085
237,nevahirdova,0.0008431703204047217,0.0009482886353533856,3.8078483562470603e-07,1.599750238878193e-50,0.001935483870967742,0.003727323611561474
239,greenpowertrust,0.00042158516020236085,0.0004534005037783375,0.0,4.347229514472984e-77,0.0008602150537634409,0.0017352007177441392
239,lionheartroyal,0.0012647554806070826,0.0007556675062972292,3.8078483562470603e-07,7.52962239123019e-77,0.0012903225806451613,0.003311126352385098
1,greenstorm2030,0.0016863406408094434,0.031018814408227544,0.001094665739364927,1.2871118797929399e-05,0.062103430619559516,0.09591612252675936
237,greentim,0.00042158516020236085,0.0008484687790003976,0.0,8.644305962362143e-51,0.0016487455197132619,0.0029187994589160203
240,greg_mcalindon,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
240,senschumer,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
4,gregariousnewt,0.00042158516020236085,0.016243460779992364,0.0,1.6576470325665354e-09,0.03143230365811013,0.04809735125595189
89,gregory52594205,0.00042158516020236085,0.0032127750582196662,0.0,1.4488594200486106e-38,0.005663082437275986,0.009297442655698013
6,greisjesus,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
241,gristlebritches,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
241,samuelclay,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
242,grit_001,0.00042158516020236085,0.00033585222502099076,0.0,3.129970129270594e-83,0.0006451612903225806,0.0014025986755459323
242,newsfromscience,0.0008431703204047217,0.0005037783375314861,1.2692827854156869e-07,4.4264462066371434e-83,0.0008602150537634409,0.00220729063997819
20,grossmantoni,0.00042158516020236085,0.0021650473791531726,0.0,6.6937123502519684e-49,0.003942652329749104,0.006529284869104638
243,gukkie_hours,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
243,s3okmycock,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
244,gulibuliuk,0.00042158516020236085,0.0005757466714645555,0.0,1.945858444153165e-72,0.001075268817204301,0.0020726006488712176
244,pernilleru,0.0016863406408094434,0.0010075566750629723,7.615696712494121e-07,3.89171688830633e-72,0.0017204301075268817,0.004415088993070547
62,gunavadhlim,0.00042158516020236085,0.0005757466714645555,0.0,1.945858444153165e-72,0.001075268817204301,0.0020726006488712176
41,guntramwolff,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
10,guptaabhisheak,0.00042158516020236085,0.005731186143265502,0.0,2.0139105582584356e-25,0.00989247311827957,0.016045244421747436
245,guptaankit62,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
245,carwale,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
246,gurdipsahota,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
246,transpoalliance,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
0,guznamkevin,0.00042158516020236085,0.015508507111889357,0.0,1.9531957114861107e-07,0.03044444444444446,0.04637473203610733
14,gwagonporn,0.00042158516020236085,0.010638712905715424,0.0,0.037844363930284064,0.020286738351254482,0.06919140034745633
247,hakeemoriola,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
247,mc_dahmie,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
14,hali_quinn,0.00042158516020236085,0.010638712905715424,0.0,0.037844363930284064,0.020286738351254482,0.06919140034745633
0,hallem_norman,0.00042158516020236085,0.015508507111889357,0.0,1.9531957114861107e-07,0.03044444444444446,0.04637473203610733
8,hamet_sylla,0.00042158516020236085,0.019534564060742776,0.0,8.440317955588076e-06,0.0424866531318141,0.06245124267071483
21,hammettkath,0.00042158516020236085,0.009573403087256993,0.0,2.7384659200570055e-13,0.016594982078853047,0.026589970326586245
50,hamtea69,0.00042158516020236085,0.007620176534089706,0.0,4.024455028848108e-19,0.013118279569892474,0.02116004126418454
6,hamzama15467609,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
27,hana_ruto,0.00042158516020236085,0.01849169064573525,0.0,2.15169303577754e-08,0.040081162565033336,0.0589944598879013
12,hannahlourth,0.00042158516020236085,0.002709344473797383,0.0,1.6435465756254436e-41,0.004731182795698925,0.007862112429698668
4,hans_denkt,0.00042158516020236085,0.01600714171002243,0.0,9.161246786933335e-10,0.03004640162704687,0.046475129413396335
1,hanslak,0.0016863406408094434,0.031018814408227544,0.001094665739364927,1.2871118797929399e-05,0.062103430619559516,0.09591612252675936
72,haq_optimist,0.00042158516020236085,0.00033585222502099076,0.0,3.129970129270594e-83,0.0006451612903225806,0.0014025986755459323
30,haruna__bamalli,0.00042158516020236085,0.0015770452305333478,0.0,1.1847791255722683e-52,0.002795698924731183,0.004794329315466892
41,hassany1989,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
4,hatem11291,0.00042158516020236085,0.0199726055399479,0.0,8.941734400196672e-08,0.03740630576114435,0.05780058587863861
21,hausofrushdi,0.00042158516020236085,0.009573403087256993,0.0,2.7384659200570055e-13,0.016594982078853047,0.026589970326586245
248,havizafran,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
248,dumfordphd,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
6,hawonnim,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
4,heatherdawnper1,0.0008431703204047217,0.016250517018385063,6.904898352661336e-05,1.6717947229626063e-09,0.03171904200936459,0.04888178000347571
4,mrneffels,0.00042158516020236085,0.014533290666791926,0.0,1.5379217858128887e-10,0.027328161683000736,0.0422830376637872
28,hectorluis1975,0.00042158516020236085,0.00233177401943145,0.0,1.2140883819522232e-44,0.0040860215053763445,0.006839380685010155
29,henry_ngara,0.00042158516020236085,0.007690370083317187,0.0,8.349270274793885e-20,0.01340501792114695,0.021516973164666497
172,henryk_b_,0.00042158516020236085,0.0005757466714645555,0.0,1.945858444153165e-72,0.001075268817204301,0.0020726006488712176
27,herictorresjr,0.00042158516020236085,0.01849169064573525,0.0,2.15169303577754e-08,0.040081162565033336,0.0589944598879013
61,hermannaplogan,0.00042158516020236085,0.021661082904645287,0.0,7.41657779981605e-05,0.04607286381479949,0.0682296976576453
107,hernangraffe,0.00042158516020236085,0.0014513614009835673,0.0,2.5125702496167356e-54,0.0025806451612903226,0.0044535917224762505
141,heyitsvane2000,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
61,higirod,0.00042158516020236085,0.021661082904645287,0.0,7.41657779981605e-05,0.04607286381479949,0.0682296976576453
4,hiltonholloway,0.0008431703204047217,0.014376898607349123,0.0001378441104961436,3.488903732914051e-10,0.02717147965535096,0.04252939304249132
4,uxbeconomist07,0.0008431703204047217,0.01302077625350589,6.904898352661336e-05,3.2369140978053026e-11,0.024273726870501378,0.03820672246030774
11,hismajesty_ii,0.00042158516020236085,0.0015770452305333478,0.0,1.1847791255722683e-52,0.002795698924731183,0.004794329315466892
238,hitrdr,0.00042158516020236085,0.00033585222502099076,0.0,3.129970129270594e-83,0.0006451612903225806,0.0014025986755459323
249,hogyii,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
249,fordcanada,0.0021079258010118043,0.0012594458438287153,1.269282785415687e-06,2.547542614930584e-68,0.002150537634408602,0.005519178562034537
41,homa10i,0.00042158516020236085,0.018391686419037573,0.0,6.2836824423369905e-06,0.03650542766671764,0.05532498292839991
250,hondaireland,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
250,kevinolearygrp,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
6,hosamgh707,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
199,hotvideosdaily_,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
14,hsconfessionai,0.00042158516020236085,0.010638712905715424,0.0,0.037844363930284064,0.020286738351254482,0.06919140034745633
107,humanoid_info,0.00042158516020236085,0.0014513614009835673,0.0,2.5125702496167356e-54,0.0025806451612903226,0.0044535917224762505
23,hwyynexflm6sq8c,0.00042158516020236085,0.005973634374597804,0.0,6.598557374621597e-25,0.01111111111111111,0.017506330645911276
28,i_am_ibbu,0.00042158516020236085,0.00233177401943145,0.0,1.2140883819522232e-44,0.0040860215053763445,0.006839380685010155
4,i_am_ssthakur,0.00042158516020236085,0.016110547018226708,0.0,8.661486864075056e-10,0.031133974746878013,0.04766610779145577
251,i_robinsons,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
251,techboy_limited,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
14,iadycrushes,0.00042158516020236085,0.010094880936094189,0.0,0.04923826768607719,0.01942652329749104,0.07918125707986479
6,iam_lil_jojo,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
7,iam_yscholar,0.00042158516020236085,0.0018285287806698385,0.0,1.1992547272495122e-49,0.0032258064516129032,0.005475920392485102
113,iambossladyr,0.00042158516020236085,0.0018285287806698385,0.0,1.1992547272495122e-49,0.0032258064516129032,0.005475920392485102
252,iamemilkitua,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
252,joelmutungi,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
1,iamthemacman,0.00042158516020236085,0.02702940041641793,0.0,9.85458504535005e-06,0.05270660522273458,0.08016744538440021
34,ibironketweets,0.00042158516020236085,0.0013257324671881213,0.0,1.1182386746147336e-43,0.0023655913978494624,0.004112909025239944
80,ibm3081d,0.00042158516020236085,0.018500835893334528,0.0,6.632235896936252e-06,0.03736564272048108,0.05629469600991491
7,ibosatofoh,0.00042158516020236085,0.0018285287806698385,0.0,1.1992547272495122e-49,0.0032258064516129032,0.005475920392485102
23,icemikedabarber,0.00042158516020236085,0.005973634374597804,0.0,6.598557374621597e-25,0.01111111111111111,0.017506330645911276
27,iconmi,0.00042158516020236085,0.01849169064573525,0.0,2.15169303577754e-08,0.040081162565033336,0.0589944598879013
95,icy_sonie,0.00042158516020236085,0.001889168765743073,0.0,1.5503856237928924e-49,0.0033691756272401434,0.0056799295531855774
41,idealist_lesego,0.00042158516020236085,0.02498910499420335,0.0,0.0007173912128961072,0.05720619404490386,0.08333427541220567
50,iillych,0.00042158516020236085,0.007620176534089706,0.0,4.024455028848108e-19,0.013118279569892474,0.02116004126418454
210,ijonnim,0.00042158516020236085,0.0009494284053478008,0.0,9.745932212315845e-63,0.0017204301075268817,0.0030914436730770435
27,ilker_kuzlu,0.00042158516020236085,0.018071831003054307,0.0,1.265891664297449e-08,0.035027399124173166,0.05352082794634647
47,im_hezbullah,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
31,imnd1ivan,0.00042158516020236085,0.014141655637621143,0.0,6.294200670393769e-09,0.027290322580645163,0.04185356967266934
253,imnotevenanicon,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
253,awsten,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
6,imranch13302519,0.00042158516020236085,0.010264874759453665,0.0,1.9490957840488577e-12,0.01763440860215054,0.02832086852375566
244,inaudiblemum,0.00042158516020236085,0.0005757466714645555,0.0,1.945858444153165e-72,0.001075268817204301,0.0020726006488712176
61,indahiro,0.00042158516020236085,0.017411538364590372,0.0,9.027344479116316e-07,0.03681642610674906,0.054650452365989706
14,indiwho,0.00042158516020236085,0.010638712905715424,0.0,0.037844363930284064,0.020286738351254482,0.06919140034745633
29,infoafricgroup,0.00042158516020236085,0.005493121488083705,0.0,1.2694210519776047e-20,0.009677419354838705,0.01559212600312477
254,infoguy411,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
254,assaadrazzouk,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
255,inmotionvc,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
255,andyboxall,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
49,innovative_imt1,0.00042158516020236085,0.018274885283987505,0.0,2.733295026454762e-08,0.03607962646672305,0.05477612424386318
29,innovellib,0.00042158516020236085,0.007690370083317187,0.0,8.349270274793885e-20,0.01340501792114695,0.021516973164666497
256,investinai,0.00042158516020236085,0.00033585222502099076,0.0,3.129970129270594e-83,0.0006451612903225806,0.0014025986755459323
256,amreed2,0.0008431703204047217,0.0005037783375314861,1.2692827854156869e-07,4.4264462066371434e-83,0.0008602150537634409,0.00220729063997819
257,iot_automotive,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
257,sa_update,0.00042158516020236085,0.00025188916876574307,0.0,1.457320883984418e-92,0.00043010752688172043,0.0011035818558498244
46,iphone_robm,0.00042158516020236085,0.0007556675062972292,0.0,7.227434635602332e-68,0.0014336917562724014,0.0026109444227719915
258,iradukundaalli5,0.00042158516020236085,0.0004534005037783375,0.0,4.347229514472984e-77,0.0008602150537634409,0.0017352007177441392
258,ernest_rw,0.0012647554806070826,0.0007556675062972292,3.8078483562470603e-07,7.52962239123019e-77,0.0012903225806451613,0.003311126352385098
10,irajsandilya,0.00042158516020236085,0.005731186143265502,0.0,2.0139105582584356e-25,0.00989247311827957,0.016045244421747436
54,iris___west,0.00042158516020236085,0.0006996921354603975,0.0,1.1392956925124714e-68,0.0012903225806451613,0.00241159987630792
26,irishmartinryan,0.00042158516020236085,0.0030869821533844252,0.0,9.206378591414794e-39,0.005376344086021506,0.008884911399608291
