id,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,statuses_count,,,
1.02E+18,Shiadrackh Encio,shiadrackh,"Manila, Philippines ",Filipino Everywhere :P,,66,159,1,Tue Jul 24 07:57:47 +0000 2018,23682,,,
2238546031,Jordan Johnson,jordanpowers95,"Columbus, New Jersey, USA","I�m an aspiring character artist who hopes to work in animation. Gorillaz fan, owner of @GorillazTrivia. YouTuber. He/Him. 24 year old guy with autism (ASD)",https://t.co/MeOku23F0W,539,989,0,Tue Dec 10 03:46:59 +0000 2013,10055,,,
2400303405,Gary Ramsden,azzag110,Manchester,,,24,53,0,Mon Mar 10 20:13:49 +0000 2014,794,,,
16808675,Harry Talks Today!,harrydouglas,USA,Activist for American Motorist Vote Alliance. The future of car buying: https://t.co/RSfP4SWdPb TOLL-FREE:          Call USA Toll-Free: 855-227-2662,https://t.co/j3zyZVyk5C,5837,8100,156,Thu Oct 16 15:28:25 +0000 2008,80888,,,
7.94E+17,Verge Taglines,vergetaglines,,Tweets every time The Verge's tagline switches,https://t.co/n5pK45Kf7k,468,4,5,Tue Nov 01 20:31:20 +0000 2016,1219,,,
1899550152,Meti Shewaye Yilma,metiyilma,"Universe, so far...","CVO @ QUEENDOM MEDIA
Examine Narratives,Reset Values,Set Agendas
Spread Practical Wisdom, Breakthroughs & Authentic Stories to Nurture Conscious Global Citizens",,2645,59,3,Tue Sep 24 07:43:15 +0000 2013,734,,,
375071867,Timmons Roberts,timmonsroberts,"Providence, RI USA","#ClimateChange Social Scientist @BrownUniversity and @BrookingsGlobal, collaborator, determined dreamer, dad. Usual disclaimers",https://t.co/k5Qrx7Ssr1,3323,1478,138,Sat Sep 17 13:09:12 +0000 2011,7174,,,
1.14E+18,Energy & Clean Growth in the Northern Powerhouse,npenergyconf,"Hull, England","Two-day event showcasing the innovation, leadership and opportunities across the North of England in energy, decarbonisation, transition and clean growth.",https://t.co/71dJgyiM7r,234,962,1,Thu Jun 27 08:37:06 +0000 2019,164,,,
44705472,IG: @luxurynwheelsng,luxurynwheels,At world's end...,"Sell Cars,SUVs, Trucks. Also handle bulk procurement of automobiles for corporate bodies and individuals.",,1605,1581,16,Thu Jun 04 20:03:55 +0000 2009,92312,,,
7.22E+17,Africa Oil Gas Talent Summit,africaogtsummit,Nigeria,AOGS is the Africa's only event that is focused exclusively on people and performance excellence in her energy sector.,https://t.co/qlgsgmW86x,127,213,3,Tue Apr 19 09:55:33 +0000 2016,565,,,
7.94E+17,Every Verge header,vergeheaders,"New York, USA",A bot that posts new Verge headers.,https://t.co/W2SFxIXkC4,471,1,1,Wed Nov 02 19:15:05 +0000 2016,1236,,,
3373188633,Se�or Amazon,tio_amazon,"Villa Mar�a, Argentina","Fan del tokusatsu y animaci�n.
Experto en universos alternos.
Viajero del tiempo por internet.
Veterano del Caf� DEM.
Pastafari.
Fan del jazz japon�s y city pop",https://t.co/WDvgIPDcIF,228,1378,4,Mon Jul 13 01:47:04 +0000 2015,10710,,,
3021568204,Volkswagen News,volkswagen,"Wolfsburg, Germany","Official account of Volkswagen (brand). (DE: @volkswagen_de) 
Imprint: https://t.co/xEjKS19IoD
DAT: https://t.co/Q8UYsNsRib
Legal notices: https://t.co/At32ICIgKf",https://t.co/0L1cLBy82l,165464,333,324,Fri Feb 06 14:27:56 +0000 2015,4941,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4891,,,
291775983,SABZ�,realsabz,The Burgh,"I'm that Gangster that Punches Bitches n Throws Bricks At Em Cause Its Fun.    















Footballer/ Rapper",,1429,1777,15,Mon May 02 16:02:39 +0000 2011,78638,,,
67070578,Cheating Death,aimostdied,,Close Calls | death@umsocials.com,https://t.co/Hr887NcYnP,111774,62,1210,Wed Aug 19 18:01:29 +0000 2009,150,,,
26808061,Puma Kamarullah,puma_kamarullah,"�T: -6.23945,106.810727",,,302,677,2,Thu Mar 26 18:10:11 +0000 2009,24054,,,
1679493949,Rafael Mora,rafamora507,Panam�,,,49,154,2,Sun Aug 18 00:35:56 +0000 2013,405,,,
2881035521,Commodity3 TEAM,c3metal,Paris,"The right metal alert, with the right price, at the right time",http://t.co/sTXzKIgwnF,221,27,35,Mon Nov 17 14:03:17 +0000 2014,29584,,,
1.04E+18,PartsCargo,partscargo,,Click or call we have it all,https://t.co/RWMtk6xOd8,31,74,0,Thu Sep 20 05:11:38 +0000 2018,474,,,
7.62E+17,Sherene Kingma,serene_yemanja,"Cape Town, South Africa","Mother to Alice, TV Exec and Producer, weaver of magic in outer dimensions, lover of the ocean, sacred ceremony of all forms",,412,1793,6,Sat Aug 06 16:31:14 +0000 2016,22426,,,
7.10E+17,Todd H. Baker,tbakerbroadmoor,"California, USA","Senior Fellow at Columbia's Richman Center for Business, Law & Public Policy/Broadmoor Consulting/Former CSDO at 3 big banks & international law firm partner",https://t.co/fgoDfSqQrD,403,565,0,Tue Mar 15 20:49:41 +0000 2016,2750,,,
237865706,Nate,natesiems,The North Star State,"Law school grad making my way downtown, walking fast, faces pass, and I'm homebound. 

Tweets are always my own. You don't want them anyways.",,365,334,13,Thu Jan 13 20:34:33 +0000 2011,32356,,,
8.04E+17,Niggo Rischdar,aushilfskrass,,,,15,60,1,Thu Dec 01 13:38:43 +0000 2016,2397,,,
57469871,alntal,alntal,"Washington, DC","International Development Consultant * Governance & Anti-Corruption Specialist * President Emeritus, NAACUS * Chair, NAACUS Advocacy Standing Committee *",,114,70,0,Thu Jul 16 22:41:13 +0000 2009,1207,,,
18173958,3000toys,3000toys,"Joplin, Missouri",Quality Toys and Collectible Diecast Models from Around the Globe!  Aviation � Construction � Agriculture � Transportation � And more...,http://t.co/S2afYtkcM4,1914,59,22,Tue Dec 16 21:55:03 +0000 2008,4225,,,
3073622757,wheels,31bjn,the big pretzel,"Husband,father, for life. Evertonian #COYB, NASCAR #TMDNASCAR,Iggles , 420 UA Steamfitter, QM Cold War gator. Non sibi sed patriae",,1969,2392,114,Thu Mar 05 23:03:51 +0000 2015,123963,,,
2908487685,Reggie Hargett,reggiehargett,Central VA,Retired Federal employee - 38 years; Daycare grandaddy for the past 8 years; lifelong conservative; Bama fan,,1493,1380,11,Sat Dec 06 23:57:12 +0000 2014,26064,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4895,,,
303426043,Pauline Mandari,swahilimom,Planet Earth,Avid reader. Socially conscious. #womenintech #womeninbiz,https://t.co/IhmoVLAytj,12886,748,49,Sun May 22 21:07:21 +0000 2011,43527,,,
79807769,SolarChargedDriving,solarcharge_it,Colorado,Journalism professor who cares deeply about the environment and who sees EV-solar synergy as crucial to a greener world. Web site = http://t.co/pNGawXfE.,http://t.co/Tc88xvVl4f,3951,4576,202,Sun Oct 04 19:19:00 +0000 2009,16906,,,
4808418847,Saku �the original� Zuckerberg,saku_zuckerberg,Planet Earth,Bernie beats Trump! Bernie + Squad = Medicare for All and Green New Deal. Let�s win this!,,541,4859,4,Sun Jan 24 16:36:34 +0000 2016,14892,,,
12267642,Sarah Tuttle,niais,"Here, I guess.","Astrophysicist. We're not going to be shady, just fierce. Professor. Vitals read normal but face reads murderous. 100% problematic. She/her.",,14706,6701,430,Tue Jan 15 12:36:49 +0000 2008,14972,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4898,,,
9.56E+17,Photo History,photohistorytv,,,,20,2,0,Wed Jan 24 15:27:31 +0000 2018,22818,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4901,,,
1480651926,George Rossi,rossi_george,,,,212,69,107,Mon Jun 03 21:32:24 +0000 2013,29584,,,
531155252,Godfrey Achireka Jr.,1travela,"Emilia Romagna, Italy","That Kid From Nakapanya ||Msafiri||TraVeLA
||TMK raised me || @Realmadrid C.F is my passion
.
||Global Citizen 

||Ukiona begi mgongoni ujue muda wowote safari!",https://t.co/D0PX0agA8O,11113,1259,19,Tue Mar 20 11:49:24 +0000 2012,226038,,,
4180086792,Dark Stock Images,darkstocklmages,,extremely messed up stock photos | we own no content posted | send submissions!,https://t.co/84LYc1nnC7,63790,72,94,Mon Nov 09 14:39:01 +0000 2015,144,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4904,,,
146983487,Danie,daniebello,"San Diego, CA","You see things and you say, 'Why?' But I dream things that never were an I say 'Why not?� - IG: danie.bello",,1009,1284,0,Sat May 22 22:14:52 +0000 2010,10011,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4907,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4910,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4913,,,
551342421,Eileen Rushdi,hausofrushdi,,,,825,86,21,Wed Apr 11 19:36:26 +0000 2012,239208,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4916,,,
1.04E+18,mimi afzan,afzanmimi,"Kuantan, Pahang",,,263,32,0,Fri Sep 21 15:22:08 +0000 2018,840,,,
217169629,B,texasfuzz,,,,61,318,1,Thu Nov 18 19:39:21 +0000 2010,1409,,,
14132290,Mark W Tebbutt,mwt2008,Chorley Lancashire UK,IT contractor. Lived in 0 carbon /air pollution home 2011 to 2015. Nissan Leaf electric car driver since March 2011. 0 direct fossil fuel use Apr 2011-Feb 2015,https://t.co/OU0zwSzfHF,5031,5262,309,Wed Mar 12 14:09:56 +0000 2008,222089,,,
81227809,Andrea Fiorello,andreafiorello,"Verona, Italy",Journalist. Press & P.R. @Volkswagen_IT - andrea.fiorello@volkswagen.it,https://t.co/HH5yGlRAd9,1746,2503,63,Fri Oct 09 23:18:58 +0000 2009,14496,,,
146983487,Danie,daniebello,"San Diego, CA","You see things and you say, 'Why?' But I dream things that never were an I say 'Why not?� - IG: danie.bello",,1009,1284,0,Sat May 22 22:14:52 +0000 2010,10011,,,
1.04E+18,True Myth,brandonvassar1,"Anderson, SC",,,11,38,0,Thu Sep 06 11:44:00 +0000 2018,139,,,
3017894376,jeff hickey,heffhop,,"Science, Tech, sci-fi, and health for a sustainable future",,32,304,0,Fri Feb 13 02:18:03 +0000 2015,661,,,
98954041,Luis N��ez,luis_nunez_p,"Puebla, Mexiko","�El logro de un sue�o, tiene m�s de un due�o.�",,72,142,0,Wed Dec 23 20:28:50 +0000 2009,5534,,,
322401882,Alex Nguyen,alexnagoogin,"Washington, DC",National Press Secretary @SenSchumer @SenateDems. House alum. Die hard UCLA Bruin. All opinions expressed are my own.,https://t.co/oQuS1PbQlJ,761,2609,21,Thu Jun 23 03:33:17 +0000 2011,6501,,,
68149704,#shoppingwithsandy,sandysgingham,Wild Wild West,"Blogging, Sewing, Selling. #AMZ #Ebay #Etsy and sharing some of my favorite finds.  Sandy's Gingham Country https://t.co/sStueiPm0L.",https://t.co/gLeiPzIKvG,13104,14078,321,Sun Aug 23 14:01:49 +0000 2009,706278,,,
7.94E+17,Verge Taglines,vergetaglines,,Tweets every time The Verge's tagline switches,https://t.co/n5pK45Kf7k,468,4,5,Tue Nov 01 20:31:20 +0000 2016,1220,,,
5654932,Rich Tehrani,rtehrani,"Trumbull, CT",CEO TMC: #Futurist #Influencer #Keynote #Speaker #Cloud #IoT #Blockchain #Cybersecurity #VoIP #CRM #UCaaS #BigData #Analytics #AI #MachineLearning #SDWAN #IIoT,https://t.co/jXncTWevnI,24713,25402,814,Mon Apr 30 14:30:41 +0000 2007,128154,,,
3108259516,Connected Car,connectedcarmag,,,,1235,1214,88,Mon Mar 23 18:01:36 +0000 2015,2084,,,
338224608,CaaCar,caacarcom,USA,Concerned about all of the car,http://t.co/Ax9JHoMpdL,15,17,0,Tue Jul 19 07:51:25 +0000 2011,1981,,,
120239221,Francisco Fernandez,fmfcastillo,"Polanco V Secci�n, Miguel Hidalgo",Director General de C-Estrategia,https://t.co/TyCCa4Gwif,135,31,15,Fri Mar 05 22:09:37 +0000 2010,2432,,,
22775415,kamlesh,gomusk,,,,29,101,0,Wed Mar 04 14:05:14 +0000 2009,909,,,
9.61E+17,Genevieve Banu,genevievebanu,,"you are terrifying
and strange and beautiful
something not everyone knows how to love - Warsan Shire",,522,3233,3,Wed Feb 07 16:00:54 +0000 2018,21949,,,
339076717,Andrew Harding,andrewharding4,London UK,"Author: Hybrid Series: Split Decision, Critical Moments, Devil's Dyke, Wet Daddy, Medium Rare. Trilogy: Spirit, Force, Parity. 
HWSNBN Ch1-20  Acc #1 18+ NO DM",http://t.co/BICIkylodQ,15507,16592,542,Wed Jul 20 15:12:24 +0000 2011,426317,,,
1.08E+18,CHARLEY SAYS... I�m with Pete,jonnylchf,Honolulu ,"Turned Vegan, snowflake, J.C. for P.M., free I amTommy lock up Yaxley Lennon, European 1st. Brexiteer",,70,168,1,Sun Jan 13 16:34:10 +0000 2019,5753,,,
1.19E+18,AndysReplacement,spunkyalternate,"Calgary, Alberta","Hi, This Is Peter! Yep, me who called Belinda Stronach a D*G, called Search & Rescue choppers to pick me up at my lodge I am so gonna take Andrew Scheer�s job.",,34,115,0,Fri Oct 25 13:35:15 +0000 2019,157,,,
2249742835,Joe Rowe,buildwithjoe,"Portland, OR","#AbolishFascists  Oregon. Parent, Teacher, Volunteer, Activist to Make Heath Care a human right and bring rent control and a halt no cause evictions",https://t.co/VM7o59CeGh,627,1603,21,Tue Dec 17 03:34:49 +0000 2013,9243,,,
17290286,Jelperman,jelperman,,,http://t.co/k7NKLchN,404,1541,22,Mon Nov 10 17:09:48 +0000 2008,69860,,,
389094422,DaveMac,dmcs10,,HODL,,223,2000,3,Tue Oct 11 21:06:00 +0000 2011,2641,,,
1.19E+18,Andrew Armstrong,andrewarmstro89,Costa Blanca,"Sales and Marketing Specialist @NewShoresCostaB
If you think estate agents are all the same then you'll never know what better looks like - go on try us!",https://t.co/6qIihVxSyU,0,1,0,Wed Oct 30 13:59:28 +0000 2019,5,,,
8.60E+17,@motorespuntoes,motorespuntoes,Castell�/Asturias/Espa�a,"Coches, motos, carreteras... viajar #488pista #131Abarth #512BB #2002tii",,1152,1856,4,Fri May 05 13:37:27 +0000 2017,44410,,,
228852304,WorldHighwaysMike,oldridgeback,"South East, England",Interested in: transportation safety; cycling; motorcycling; investment transportation; sustainability in transportation; construction of roads and highway,http://t.co/r4wO6WgYPx,1177,1188,239,Mon Dec 20 21:21:23 +0000 2010,59549,,,
3220481097,patrick chirico,sdagger02,"Florida, USA",born in Brooklyn lives in florida follow me I will follow back,,4425,4679,44,Wed Apr 29 05:37:25 +0000 2015,173934,,,
540102818,JuliannaDeLua,juliannadelua,"San Francisco, CA",,,62,157,4,Thu Mar 29 16:27:48 +0000 2012,1318,,,
100287121,Sean Hayford Oleary,sdho,"Richfield, Minnesota","Planner, web developer, and lover of bikes",https://t.co/nfzJ5UFsQk,367,270,9,Tue Dec 29 18:23:56 +0000 2009,7317,,,
1.14E+18,Mana Bracken,manabracken,,https://t.co/KsBvr1iBw6,https://t.co/KsBvr1iBw6,22,0,0,Wed Jun 05 19:58:58 +0000 2019,2569,,,
495451972,Dr. Jamie R Lomax,jrlomax,,"Astronomer, Skier, Hiker (aspiring ADK 46er), Assistant Professor, Mostly Massive Stars, Physics, Does Polarimetry for Food & Science, Views Are My Own, She/Her",,1357,492,33,Sat Feb 18 00:09:41 +0000 2012,5581,,,
1.12E+18,EVDirectories.com,evdirectories,Australia,EV Directories https://t.co/wfnhXsiTTP (World�s First Electric Vehicle Directories Network) Views Are My Own Expressions Of Interest To https://t.co/tt0808QoJq,https://t.co/tt0808QoJq,40,235,0,Sun Apr 21 21:33:03 +0000 2019,2672,,,
8.14E+17,Jake Reyna,ijakereyna,,"Independent, fiscal conservative, social liberal. Who am I to judge?",,140,170,1,Wed Dec 28 22:22:15 +0000 2016,4303,,,
3018121588,Mbora Mneecy,mboramneecy,,I think I'm an introvert,,2052,2163,1,Wed Feb 04 17:00:54 +0000 2015,1654,,,
8.60E+17,@motorespuntoes,motorespuntoes,Castell�/Asturias/Espa�a,"Coches, motos, carreteras... viajar #488pista #131Abarth #512BB #2002tii",,1152,1856,4,Fri May 05 13:37:27 +0000 2017,44412,,,
147562415,Sunday Times Driving,st_driving,London,"Daily motoring news, features, reviews and advice from The Sunday Times.",https://t.co/QXVTqwD9vn,11964,1559,174,Mon May 24 13:18:51 +0000 2010,6996,,,
603394520,Willou le Li�vre,willou_du80,,"de base ici pour me marrer, aime le Vintage (nostalgie) de la bagnole � tout sortes d'objets, consoles de jeux ect",,694,268,153,Sat Jun 09 07:23:27 +0000 2012,443372,,,
589968596,AVENTADOR,j__c__d__c,,Ing. mec�nico UCV. Si no va a ayudar al menos no estorbe. LAMBORGHINI.,,948,1511,9,Fri May 25 12:56:52 +0000 2012,43382,,,
15451878,GeneDowns.com,genericgene,Australia +61 412 622 944,"""Worlds 1st https://t.co/2Zo2EMq8zz Network"" World Exclusive https://t.co/wfnhXsiTTP gene@genedowns.com Generic Specialist Since 1996 Opinions Are My Own",https://t.co/aZGThFdqT4,5935,4948,446,Wed Jul 16 07:58:57 +0000 2008,120794,,,
147562415,Sunday Times Driving,st_driving,London,"Daily motoring news, features, reviews and advice from The Sunday Times.",https://t.co/QXVTqwD9vn,11964,1559,174,Mon May 24 13:18:51 +0000 2010,6996,,,
210397119,Vidhi,vidhifirst,,,,0,0,0,Sun Oct 31 10:23:05 +0000 2010,514,,,
1.13E+18,William Tricarico,willtricarico,"Wisconsin, USA",Prima Di Carne,https://t.co/tqbWFc5lCV,10,157,0,Sat May 25 17:02:47 +0000 2019,60,,,
8.78E+17,Sir James,sirjamesgath,,,,8,52,0,Sat Jun 24 04:16:19 +0000 2017,102,,,
1280566753,David Kelly,daveknetapp,"England, United Kingdom",Global Support Account Manager @NetAppUK. My views are my own.,https://t.co/mrFQbrpXdu,441,679,256,Tue Mar 19 14:16:46 +0000 2013,13038,,,
113480655,NAI Merin Hunter,nai_merinhunter,South Florida,One of South Florida�s leading commercial real estate firms with over three decades of experience.,http://t.co/7Hqp73zjgw,805,374,45,Thu Feb 11 22:24:04 +0000 2010,2062,,,
8.33E+17,Saeed Khan,saeedkh07869767,"Karachi, Pakistan",Sports Government & Politics Travel,,2044,1965,1,Sun Feb 19 22:29:56 +0000 2017,62571,,,
1.17E+18,theveganjoy,theveganjoy,"DFW, TX. Wishing it was France",Vegan zero-waste cat lover. Slowly going insane in the US. Parle fran�ais. Nederlands leer.,,33,82,0,Sat Aug 24 04:16:25 +0000 2019,100,,,
1860656532,American,billlefever,,,,5,48,0,Fri Sep 13 13:56:06 +0000 2013,72,,,
9.19E+17,jesusvol2,jesusvol2,"Sevilla, Espa�a","Amante de los comics,
S�per fan de star wars,
Madridista.
that's me",,53,831,0,Sun Oct 15 08:15:35 +0000 2017,5784,,,
1.05E+18,New Technology & You Live,newtechnologyy2,"England, United Kingdom",Inspiring current and future generations to choose #Zero #Emissions & @Twitter home of the #ElectricVehiclesFestival @BMMuseum a celebration of Electric Vehicle,https://t.co/F18jJ7Mj9T,651,536,4,Wed Oct 17 10:06:42 +0000 2018,2374,,,
459958890,Fund. Museo Naval,museo_naval,Espa�a,Difundimos la Cultura Naval y el Patrimonio Mar�timo a trav�s de la Fundaci�n Museo Naval. Apoyo al �rgano de Historia y Cultura Naval #Historia #Patrimonio,https://t.co/UMcWGLAeMy,24453,444,539,Tue Jan 10 07:14:33 +0000 2012,23158,,,
8.96E+17,Principality,mrprosperr,Nigeria,I connect individuals who want to buy land or property in Lagos to legitimate sellers. Intergrity is our signpost. DM for good deals.,,91,573,0,Fri Aug 11 10:21:57 +0000 2017,562,,,
339076717,Andrew Harding,andrewharding4,London UK,"Author: Hybrid Series: Split Decision, Critical Moments, Devil's Dyke, Wet Daddy, Medium Rare. Trilogy: Spirit, Force, Parity. 
HWSNBN Ch1-20  Acc #1 18+ NO DM",http://t.co/BICIkylodQ,15507,16592,542,Wed Jul 20 15:12:24 +0000 2011,426318,,,
1.12E+18,Battery Metals & Mining Index,batterymetalsi1,"San Diego, CA",Tracking global companies engaged in the production/mining/integration of the metals and materials used in advanced battery technology. Tweets are not advice.,https://t.co/4cS9jXoD65,80,98,6,Tue Apr 16 03:17:19 +0000 2019,217,,,
8.87E+17,Purely Sexual,purelysexual,18+,Your Favorite Sexual Art Account On Twitter. We accept photo/video submissions. By following you are agreeing that you are older than 18 years of age.,,249381,75,1389,Tue Jul 18 02:19:58 +0000 2017,1029,,,
2621238009,Paul Dykewicz,pdykewiczpaul,,,,10,5,0,Wed Jun 18 22:22:07 +0000 2014,304,,,
15451878,GeneDowns.com,genericgene,Australia +61 412 622 944,"""Worlds 1st https://t.co/2Zo2EMq8zz Network"" World Exclusive https://t.co/wfnhXsiTTP gene@genedowns.com Generic Specialist Since 1996 Opinions Are My Own",https://t.co/aZGThFdqT4,5935,4948,446,Wed Jul 16 07:58:57 +0000 2008,120798,,,
15225375,Upwork,upwork,180+ countries,"The largest freelancing website, where businesses connect with talented freelancers to get more done. Work without limits. Tweet @UpworkHelp for support.",https://t.co/Fe2IZCD6R2,163639,7131,2990,Tue Jun 24 23:36:46 +0000 2008,55864,,,
495451972,Dr. Jamie R Lomax,jrlomax,,"Astronomer, Skier, Hiker (aspiring ADK 46er), Assistant Professor, Mostly Massive Stars, Physics, Does Polarimetry for Food & Science, Views Are My Own, She/Her",,1357,492,33,Sat Feb 18 00:09:41 +0000 2012,5583,,,
341782179,Daniel Baptista,danielbaptista3,,El juego va a cambiar,http://t.co/zU27WA3Mdl,65,361,0,Sun Jul 24 23:24:55 +0000 2011,1129,,,
2307064614,T&D World Magazine,tdworldmag,"Overland Park, KS",Transmission & Distribution World Magazine's official Twitter account. Managed by @PowerEditor.,http://t.co/WZoCDv8XlW,3701,969,137,Thu Jan 23 18:52:18 +0000 2014,10291,,,
1.18E+18,popyathoy,popyathoy,,"Are you Looking For Graphic Designer Photo Editing retouching, Background Removed ,Neck Join ,(color correction\change color  Contact me: https://t.co/fMlyeaPfEH",,22,361,0,Sat Sep 28 13:25:43 +0000 2019,82,,,
114309885,Jessica Rengifo,weepingjessica,San Antonio de los Altos,"raroescucha, whovian, violista, industrial engineering drop out y chocolatera  @chocosarrapia",,1248,4154,34,Sun Feb 14 23:40:25 +0000 2010,93472,,,
9.95E+17,Mr.921,mr92110,,"an idiot who makes YouTube videos/projects with other people, 70% dead, autistic",https://t.co/HCxr1lgnCm,57,645,0,Fri May 11 20:58:22 +0000 2018,25972,,,
9.35E+17,VOLABO GmbH,volabo_gmbh,"Bavaria, Germany","#48V #emobility Wir wollen mit unserem 48 V #ISCAD Antrieb ohne seltene Erden die #Elektromobilit�t revolutionieren #Innovation 
Impressum: https://t.co/mL8mOsj3xV",https://t.co/5JoxSEUJu1,423,1680,18,Tue Nov 28 08:16:28 +0000 2017,1913,,,
495451972,Dr. Jamie R Lomax,jrlomax,,"Astronomer, Skier, Hiker (aspiring ADK 46er), Assistant Professor, Mostly Massive Stars, Physics, Does Polarimetry for Food & Science, Views Are My Own, She/Her",,1357,492,33,Sat Feb 18 00:09:41 +0000 2012,5584,,,
186964983,Ray,yamarhh,,A human. Being.,,1826,1647,0,Sat Sep 04 22:09:55 +0000 2010,14010,,,
1698201505,Alex,alexbowdown,,"Movie fan, comicbook fan, and writer. Follow me on snapchat at; midnightcool320. Instagram @ alexbond320 And on Facebook @ Alex Greer",https://t.co/qrYFrNPNBd,32,60,3,Sun Aug 25 04:51:45 +0000 2013,1682,,,
8.23E+17,Mini dash Engy #PootHeavyInSmash,mister8o1,"Houston, TX","-antisocial
-Hater Of Pedophiles, Zoophiles, Necrophiles
-LGBT Supporter
-Bi 
-He/Him Your next line will be ""You got pronouns in your bio""
-retweets WAY 2 much",,279,2900,3,Sat Jan 21 20:37:53 +0000 2017,41661,,,
17069609,Steve Aikens,steveaikens,"St Petersburg, FL",Previously with @NYSE. @HofstraU Alum. @PhiDelt NYK #14. @charitywater Ambassador.,https://t.co/2kwUSzhfzc,1306,666,22,Thu Oct 30 17:27:27 +0000 2008,22237,,,
203539207,Abhinav Poonia,abhinavpoonia,"Mohali, India",#digitalmarketing #socialnetwork #consultant #facebook #twittermarketing #linkedin #digitalmedia #socialmedia #specialist #retweet #expert in #chandigarh #india,https://t.co/fdNsFsmDZD,11916,8931,3672,Sat Oct 16 14:21:31 +0000 2010,104149,,,
26544267,Wellesley Toyota,wellesleytoyota,"Wellesley, MA",Wellesley Toyota - The dealership experience you've always wanted | ph (781) 237-2970,http://t.co/vUCZ0GtSyT,1398,291,51,Wed Mar 25 17:31:45 +0000 2009,2301,,,
7.15E+17,MARIOKARTGAMERDUDE,mariokartgamer2,"New Jersey, USA",This is MarioKartGamerDude from YouTube! Gamer and brony at heart! Aspiring Voice Actor and Writer!  Switch Friend Code 2073-3065-1930,https://t.co/pLXY2qnE8c,1089,4999,8,Mon Mar 28 17:26:25 +0000 2016,40132,,,
2772209414,Monika Ehrman,oilgaslawprof,"Norman, Oklahoma","@UofOklahomaLaw Prof. teaching Oil & Gas Law, Property, Int'l Petroleum, Negotiations. Researching energy law & policy. Opinions are mine. Header is @natgeo.",https://t.co/d4bH2T4vw9,706,744,27,Wed Aug 27 03:00:09 +0000 2014,3775,,,
46854930,BlackPhysicists,blackphysicists,"Arlington, VA and Worldwide ",,,20913,9371,1323,Sat Jun 13 08:44:29 +0000 2009,514946,,,
1.12E+18,Mark Tirpak | Urban_Plan_B,urban_plan_b,Frugal City,"Research, writing, planning, convening, foraging + re-purposing for humanity. Tips + tricks towards #financialindependence + better living. #Streetfind proud!",https://t.co/gnFgGLxcu4,143,656,1,Tue Apr 09 20:34:04 +0000 2019,2820,,,
2365806686,Careers in Industrial Automation,marclevine_jobs,"East Windsor, New Jersey","The automation industry is facing a worker shortage, which stems from a lack of understanding of what a career in the industry looks like.",https://t.co/kIRXEcXmtN,2443,4996,176,Fri Feb 28 16:00:28 +0000 2014,31048,,,
2803245280,William McCarren,mccarrenbill,Michigan USA,"Proud Husband and Father of two Sons, Sailing Enthusiast, Bicycler Enthusiast, Dog Lover and passionate Notre Dame Fan Go IRISH!",https://t.co/OY2z3Tg4iW,5916,2497,2657,Sat Oct 04 00:16:32 +0000 2014,753280,,,
7.23E+17,InMotion Ventures,inmotionvc,"London, England","Investing in the future of mobility, transportation and travel. Powered by @jaguar @landrover.",https://t.co/iq2ugpEkF1,3978,385,70,Fri Apr 22 10:45:45 +0000 2016,559,,,
8.69E+17,DiscomfortablyPolite,jmessycar,Heart of the United States ,Come get this Red Pill,,216,669,8,Tue May 30 00:38:13 +0000 2017,21600,,,
19243656,Gobi One,gobi_one,"Nuneaton, England","Coach to a select few. Duathlete and comedy swimmer :-) Bronze Duathlon AG champs  2011, 2017, 2018
Decided to race AG Duathlon  Euros/Worlds 2020 - Qualified !",https://t.co/L2xbb0OF3l,1056,753,55,Tue Jan 20 16:33:18 +0000 2009,46234,,,
339076717,Andrew Harding,andrewharding4,London UK,"Author: Hybrid Series: Split Decision, Critical Moments, Devil's Dyke, Wet Daddy, Medium Rare. Trilogy: Spirit, Force, Parity. 
HWSNBN Ch1-20  Acc #1 18+ NO DM",http://t.co/BICIkylodQ,15507,16592,542,Wed Jul 20 15:12:24 +0000 2011,426319,,,
